Question|Answer|Model_Answer
Cosa faccio se ho finito il budget ma il mio progetto è ancora attivo sull'HPC di CINECA?|Scrivi all'indirizzo superc@cineca.it motivando la tua richiesta|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Cosa faccio se ho finito il budget ma il mio progetto è ancora attivo sull'HPC di CINECA?assistant             Buongiorno, non si dovrebbe preoccupare. Cordiali saluti, Francesca :) Cordiali saluti, Francesca (faccio tutti gli sviluppi per l'estensione del budget), la quantità di budget già allocato non è il tuo interesse, deve essere migrato nel nuovo progetto con successo, c'e' ancora un po' di budget residuo, vale a dire: 0.0 A quel punto dovresti averlo consumato in modo da essere terminato a 50.0. Per quanto riguarda la durata del progetto (che è attualmente attivo su KNL), il suo termine è definito dalla durata di validità del contratto che aveva su Galielo (che di conseguenza dovrebbe essere definita in un 6 mesi) e in alternativa: 3 mesi, il progetto dovrebbe essere migrato su GALILEO a
Come cambio la mia password sull'HPC di CINECA?|"Cliccando su ""Password dimenticata"" o cliccando sul tasto di ""Update"" nella sezione della tua Sicurezza Account"|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come cambio la mia password sull'HPC di CINECA?assistant             Ciao Fabrizio, ho riscontrato il tuo username ed una password per il cluster HPC di CINECA, ma se riesci ad accedere puoi provare a modificare la tua password dalla seguente pagina: https://userdb.hpc.cineca.it/user/Access+to+the+Systems%281%29-update+password. Ti ricordo che la password le seguenti caratteristiche: - https://wiki.u-gov.it/confluence/display/SCAIUS/UG2.3%3A+Access+to+the+Systems#UG2.3:AccesstotheSystems-Policyforpassworddefinition Mi faccia sapere se riesci ad accedere e cambiare la tua password. Mi faccia sapere se necessità ulteriori. Cordiali saluti, Sofia Saluti, Sofia Sofia PS: L'accesso al cluster viene consentito in sola lettura al momento. Saluti, Sofia Sofia Saluti, Sylvia Si può usare il comando passwd -r /
Che significa che alcune aree di storage sono permanenti, sull'HPC di CINECA?|Significa che i dati non sono mai cancellati, o cancellati mesi dopo la fine del progetto|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Che significa che alcune aree di storage sono permanenti, sull'HPC di CINECA?assistant             Gentile utente, la quota di storage sulle nostre macchine di calcolo è definita su 4 tipologie: $WORK, $HOME, $CINECA_SCRATCH, e /marconi_work/FUA. In ogni piattaforma c'è la possibilità di usare una della altre se vuoi. La definizione: $WORK (sorgenti, input files, output files, da usare per esempio per lanciare job) https://wiki.u-gov.it/confluence/display/SCAIUS/UG3.1%3A+Data+storage#UG3.1:Datastorage-$WORK - /marconi_work/FUA (per il lavoro di calcolo). In questi due passaggi lo storage e' rimanere con l'account di utente che non viene rimuovuto e l'area di storage e' 40 GB per utente. Inoltre c'e' qualche tipo di work per l'area di
Cosa è l'ambiente $FAST sull'HPC di CINECA?|È un'area per il lavoro collaborativo all'interno di un progetto, che conserva i file per 6 mesi dopo la fine del progetto, e specifica di Leonardo|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Cosa è l'ambiente $FAST sull'HPC di CINECA?assistant             Caro Luchino, l'ambiente è stato creato nel progetto L'università del CINECA, con l’account ""Open"" (hosting""). Per utilizzarlo devi caricare i tuoi job su cui dovresti avere i tuoi script in slurm e usare il comando ""sbatch -N $SLURM_NTASKS -A interactive -o $job.log #!/bin/bash $SLURM_JOBID # -N # -a # -N # -a $SLURM_NODES_ID=$SLURM_NODES_ID$SLURM_NODES_ID # -A -O $SLURM_ID=$SLURM_ID$SLURM_ID # -A $SLURMID=""$SLURM_ID`$SLURM_ID' $SLURM_ID"" [ofortunataia@login02 ~]$ > $SLURM_NODES_ID = $SLURM_NODES_ID * > [ofortunataia"
Come sottometto un interactive job sull'HPC di CINECA?|> salloc --nodes=<nodes_no> --ntasks-per-node=<tasks_no> --account=<account_no> --partition=<partition_name>|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come sottometto un interactive job sull'HPC di CINECA?assistant             Gentile Rodolfo, per sottomettere un job su GSS via RCM su Marconi-A2 che lancia un job interattivo da Galileo, selezioni il progetto, nel caso lo digita per esempio ""try21"". A quel punto, dalla pagina di sinistra selezioni ""submit"" (uogualmente da quello di riferimento, se ha accesso a Marconi-A2), e poi da quella di sinistra basta cliccare sul bottone ""submit"". La voce ""test"" che è presente nella partizione di Galileo potrebbe essere ancora usata, ma non è più supportata come scritto nella nostra documentazione. Per ottenere l'interattività, selezioni il progetto e digita nel seguente modo: ####################### # #!/bin/bash # #SBATCH -N 1 #!/bin/bash #SBATCH -N 1 #SBATCH -n 1 #SBATCH -n 1 #SBATCH -N 1 #SBATCH"
Quale parametro del file sbatch regola il walltime di un job sull'HPC di CINECA?|--time|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Quale parametro del file sbatch regola il walltime di un job sull'HPC di CINECA?assistant             Buongiorno, il comando sbatch è quello di Slurm, un sistema di sottomissione e priorizzazione. Per quanto riguarda il valore della low-time del job sulle nostre piattaforme HPC, è rilativo al tuo job. Lo può riempire al posto del valore base: #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N 1 #SBATCH -N  1% #SBATCH -N 1 #SBATCH -N 1 $SLURM_JOBID=""$SLURM_JOB_ID"" #SBATCH -N 1 #SBATCH -"
Come si ottengono le risorse HPC sui sistemi HPC di CINECA?|Tramite progetti ISCRA, progetti EuroHPC, accordi con istituzioni di ricerca italiane, o con applicazioni generali di utenti o industrie|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come si ottengono le risorse HPC sui sistemi HPC di CINECA?assistant             Gentile utente, le risorse HPC sono disponibili su tutti i nostri cluster. A presto, Simona Galliani Lianaull, Raimondo Pedrazzi, Arsenio Pedrazzi, Paloma Piersanti, Beppe Concetta (contattarci a superc@cineca.it) Saluti, Lianaull Saluti, Arsenio Pedrazzi, Paloma Piero, Concetta (contattarci a superc@cineca.it) Saluti, Piero Paola, Matilda Piersanti, Piersanti Piersanti (contatti a superc@cineca.it) A presto, Patrizio Piersanti, Lianaull Piersanti (contatti a superc@cineca.it) A presto, Paloma Piero, Piersanti (contatti a superc@cineca.it) A presto, Paloma Piero, Pierno (contatti a superc@cineca
Quali sono i cluster disponibili per CINECA?|Galileo100, Marconi e Leonardo|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Quali sono i cluster disponibili per CINECA?assistant             Cineca ha diversi nodi di calcolo in macchina verso un certario che possono essere utilizzati a parte (interattivo) o per un'intera giornata (a partire da 1) 2 ore) a cui si riferiscono come 1 node. Cineca ha i seguenti nodi di calcolo: https://wiki.u-gov.it/confluence/display/SCAIUS/UG3.1%3A+GALILEO+UserGuide#UG3.1GALILEOUserGuide-Modulespartitions Fammi sapere se è il secondo nodo che sta cercando? Cordiali saluti, Maria. Maria Isabella, Lara e tutti gli sviluppatori di IBM di sistema HPC, con le sue ore di produzione di Galileo (Galileo-A2 e Galileo-100) (Galileo-A2 e Galileo-100) 1 nodo. Cordiali saluti, Maria. Maria, Isabella, Ermes, Lara e tutti
Qual è la procedura per connettersi al cluster CINECA?|Usare il comando step nel terminale, e poi connettersi col comando > ssh <username>@login.<cluster>.cineca.it|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Qual è la procedura per connettersi al cluster CINECA?assistant             Gentile utente, al momento è disponibile il login via SSH per accedere alle nostre macchine. Quello che devo dare ai sistemisti e ai sistemisti di sistema è sempre presente nel suo vecchio vecchio di sistema. Può collegarsi al cluster A presto. Per farlo potrà seguire questa istruzioni: 1, ssh @login.m100.cineca.it Mi dispiace per il ritardo nel attivarla prima dei nodi di login (ma che ora è presente nell'attuale macchina e per l'attuale tipo di accesso che è stato aggiunto al nostro servizio HPC tramite il comando ssh https://wiki.u-gov.it/wiki/Howto+Remote+Visualisation+of+the+Systems+details+of+the+Systems+of+the+Systems+of+the+Systems+of+the+Systems+of+the+Systems+of+the+Systems+of+the+Systems+of+3
Per cosa sta 'SLURM'?|Simple Linux Utility for Resource Management|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Per cosa sta 'SLURM'?assistant             Cara Dina, Il modulo SLURMDBING è stato compilato e non esiste su Galileo (e su Marconi) per cui è necessario provvedere al cambio del modulo senza ricompilare,. Saluti, Claudia Amedeo Amedeo, Giada Amedeo Galileo e Marconi sono due sistemi di calcolo. Saluti, Claudia Cineca HPC-News: http://www.hpc.cineca.it/center_news.html Piersanti, Nino: https://www.hpc.cineca.it/center_news.html https://www.hpc.cineca.it/center_news.html https://www.hpc.cineca.it/center_news/new.html https://www.hpc.cineca.it/center_news/new.html https://www.hpc.cineca.it/center_news/new.html https://www.hpc.cineca.it/condor-schedulation-summary#skl_fusion #SLURM+SLURMDBING+accelerated. https://www.hpc.cineca
Quale comando locale si usa per vedere l'utilizzo di spazio sul disco sull'HPC di CINECA?|Con il comando locale cindata|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Quale comando locale si usa per vedere l'utilizzo di spazio sul disco sull'HPC di CINECA?assistant             Ciao Max, a breve riceverai una risposta. Perché il comando che ti posso chiedere è il seguente:: cindata -bu A quel punto dovresti avere il riscontro dell'uso della quota del nostro cluster (su galileo) (dove ti darei il path per il comando su m100). Saluti, Asia Delfino On 01/03/2021 11:10:11, Nina wrote: Ciao, cosa posso trovare con la direttiva ""saldo"", da usare su Galileo? Cordiali saluti, Isaletta On 01/03/2021 11:10:11, Asia Delfino has detected the request and has added the new ticket to the queue. Isabella Aria, via Users Support HPC-News, Isabella Aria, Paulina Aria, Isabella Aria, Isabella Aria, Isabella Aria, Isabella A"
Chi è il Presidente di CINECA?|Francesco Ubertini|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Chi è il Presidente di CINECA?assistant              Per quanto riguarda l'altro momento, come utente del supporto HPC, non è interessante. Riguardo la vostra richiesta, i dati di cui ho già in CC: - Cineca è un centro di calcolo e per cui lo scambio di dati su login e password non è stato aperto e/o chiudo il suo UserDB. Ho dato aggiornamenti al sito HPC e sono state apportate varie modifiche sui login. La prossima settimana dovremmo fare un supporto sulla manuale di questo tool per poter fare i sistemisti di sistema dei nostri utenti su KNL. Il 20 maggio è stata aperta la nuova area delle risorse. Per le aree delle risorse dei progetti sono stati dato un nuovo mese per tutti gli altri account per la nuova utenza a tutti gli utenti con uno account attivo sulle nostre risorse di sistema di login. La nuova utenza che è stato aggiunta al Galileo100. Questa
Chi è il Direttore Generale di CINECA?|Alessandra Poggiani|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Chi è il Direttore Generale di CINECA?assistant             Il mio suggerimento è che il nome del dipartimento o dell'account in cui sta cercando l'informazione non dovrebbe essere inoltrata. Il suo nome è Uberto onno. Adesso potrebbe gentilmente fare le sue ulteriori richieste? Saluti, Alessio Cordialmente, Alessio PS: Le ricordo di fare ulteriori richieste in questa pagina di supporto, se ha bisogno di ulteriori chiarimenti Cordiali saluti, Alessio (in questo caso mi scuso per la lenta risposta però le ricordo di chiedere a qualsiasi altro utente, in questa pagina di supporto, per maggiori informazioni Cordiali saluti, Alessio) Saluti, Alessio Paola (perfettamente corretto. In questo caso ci scusiamo per l'abbondanza di email. Per la sua domanda però non ci occupiamo di supporto utenti a causa dei numeri e
In che anno è stato costituito CINECA?|1969|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             In che anno è stato costituito CINECA?assistant              CINECA e' stato fatto in 17 Aprile 48. Cordiali saluti, Donna Tina. Uffico supporto utenti CINECA. On 15:25:08 24/07/2021 nascellata sottoposta a un'aggiunta: Il 17 aprile 1969, a fine della fase di sottomissione di 15:25:08 il 24 luglio 2021, è stata aggiunta una news: http://www.hpc.cineca.it/center_news/renewal-tier-1-system-gpfs A presto, Isaletta, Nino, Vincenzo, Lazzaro, Luchino, Loredana, Zaira, Pina, Isaletta, Loredana. A presto, Isaletta, Nino, Vincenzo, Lazzaro, Tullio, Oreste, Nino, Luchino, Nino, Loredana, Zaira, Pina, Isaletta
Da quanti anni CINECA porta avanti la sua attività?|Quasi 50 anni|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Da quanti anni CINECA porta avanti la sua attività?assistant             Caro Armando, Le confermo che l'Istitutione Ssimana è stato definito con un budget a 4.4K. Le chiedo di controllare il numero di core fisici disponibili per il progetto. Cordiali saluti, Maria Matilda Pellegrini, Amalia Matilda Pellegrini, Lara Sisybo: $ [@] cineca.it (Sisybo@Edoardo, Matilda) [Pellegrini@Edoardo) http://www.hpc.cineca.it/ [ http://www.hpc.cineca.it/ ) https://www.hpc.cineca.it/ https://www.hpc.cineca.it/ IscrCINECA is defined as CINECA. In 2019, CINECA was defined as CINECA. In 2019, CINECA was defined as CINECA. In 2019, CINECA has been done, just because the new IscrCINECA was
È obbligatorio utilizzare l'accesso 2FA sull'HPC di CINECA?|L'accesso 2FA è obbligatorio per Leonardo e Marconi da Giugno 2023|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             È obbligatorio utilizzare l'accesso 2FA sull'HPC di CINECA?assistant             Salve, la password 2FA è state attivate su MARCONI: http://wiki.u-gov.it/confluence/display/SCAIUS/UG2.2%3A+Access+to+the+Systems#UG2.2:AccesstotheSystems-2FA Se si usa una chiave SSH può accedere all'ambiente a cui lei ha accesso. Inoltre, se usa uno endpoint su cui ha un certificato se è possibile non fare la password. Saluti Ermes Gioachino Atenulfo Bacciochi. Paoletta Sabatino. Giosuè Cestari. Amalia Frascordata. Amalia Frascortata. Licia : | u-gov.it/cineca.it/center_news/important-message-cineca-reset-user-credentials and not allowed to access the cluster. At the first login, you will be asked to generate a one-time password (1-pool"
Come carico il modulo cineca-ai?|module load profile/deeplrn --> module load autoload cineca-ai/<version> --> enjoy the environment|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come carico il modulo cineca-ai?assistant             Fatto, che il modulo CINECA-AI è quello che ci stiamo cercando. Quindi il nuovo modulo CINECA-AI è stato fatto per un servizio HPC100. Questo servizio è stato attivo nei tempi di calcolo da Marconi e è stato impostato sulla partizione 1. Per quanto riguarda il fatto che sappiamo in particolare che abbiamo un vincolo di 4 ore per un'altra utenza, la scelta della partizione è stata impostata come 1. In particolare, i nodi di login sono sempre stati ancora tutti su Marconi, ma in quanto non vedete il login in questi nodi, si può fare per eseguire le job sul nodo knl. Ci potrebbero essere varie cose che possono essere aggiunte che sono stato chiamato (dove è stato creato) da un nodo di login di Marconi. Mi dici dove hai visto la finestra di login? Se l'intero nodo è aperto per il processo di login
Posso utilizzare il ftp (file transfer protocol) su CINECA?|No, non è permesso per ragioni di sicurezza|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Posso utilizzare il ftp (file transfer protocol) su CINECA?assistant             Buongiorno, si, e' possibile usare il protocollo d'occhiella, come da lei richiesto. Il protocollo di file system è attivo su Galileo. In particolare, e' disponibile sulla macchina a cui ha accesso tramite ssh tramite il firewall di Galileo di A presto, le confermo che si può utilizzare il protocollo di file system per spostare files (che è il sistema di filesystem) (che è il sistema di file system) sulla macchina. Da domani, le consiglio di usare questo cluster per il backup dei file, se vuole usare questo tipo di file system. Saluti, Gelsomina, al momento non è possibile utilizzare il protocollo di file system (che è il sistema di file system) su Galileo. Per il momento non è possibile utilizzare il file system su Galileo. Ci faccia sapere. Saluti, Sofia. Saluti, Sofia. Saluti, Sofia.
Come sposto dei dati tra due server?|scp -r *.bin myusername@remote.host:/my_directory/.|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come sposto dei dati tra due server?assistant             Ciao Victoria, ho provveduto ai passaggi per risponderti. Saluti, Alex (invece di mettere il nome dell'utente, ho scritto un secondo nome di a bassa probabilità). Scusami per l’errore, abbiamo appena completato ieri la manutenzione sullo userDb, per cui lo userDB non ha scritto il tuo nome. Ora la password è già aperta, ci faccia un test per il progetto di prossime settimane, se non avevano scritto il nome del gruppo, anche questo è stato definito nel 2018, nel progetto (invece di digitare lo username del PI del progetto) Paola. Stiamo facendo un po' di crisi e siamo ancora fuori produzione in cui i dati non sono in grado di avere la possibilità di riuscire a ricevere i dati da un server ad un'altra. Non può provare ad aggiungere il path di
Come viene calcolato il costo di un batch job nel sistema di billing aziendale sull'HPC di CINECA?|In base all'elapsed time (tempo trascorso) e al numero di core riservati|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come viene calcolato il costo di un batch job nel sistema di billing aziendale sull'HPC di CINECA?assistant             Cara utente, ho fatto delle verifiche su Marconi100, che è lo UserDB di CINECA, per risponderle questa sua domanda. Il comando da usare per visualizzare il consumo residuo dei progetti è il seguente: $ saldo -b. Per quanto riguarda l'occupazione della memoria per un job, si usa il comando: $ quota -u Dovrebbe indicarmi che sono 0.1. Non credo di essere in grado di dare un progetto a meno che non possa essere indicato (ma anche questo è in realtà un account del mio progetto). Le allego il programma in fase di messo in produzione: https://wiki.u-gov.it/confluence/display/SCAIUS/UG2.3%3A+GALILEO+and+the+saldo+command Cordiali saluti, Victoria Cordiali saluti, Teresa Tratta i progetti di Mar
Come cambio gli attributi di un job già sottomesso sull'HPC di CINECA?|scontrol update|"system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Come cambio gli attributi di un job già sottomesso sull'HPC di CINECA?assistant             Ciao Nicoletta, vedo che hai messo a punto un job su Marconi, le nostre macchine di calcolo. Per quanto riguarda il cambio dei parametri del suo job, ti ho fatto lo script che ti dice come fai. Se hai ancora bisogno di ulteriori informazioni non esiti a contattarci aprendo un nuovo ticket. A presto. Monica. On 08/12/2020 15:18:09 :2020-12-08T15:09:51.004tts-hpc-usersupport@cineca.it@tts-hpc-newsletter-cineca.it|Sottomissione job su Marconi: [login.marconi.cineca.it] #~/m100_scratch/userinternal/Tts/m100_scratch/userinternal/tts_hpc-usersop/tts-hpc-clusters/luda19_test/tts-hpc-scratch/try_0.job #login.marconi.cineca.it"
Quali sono i login nodes disponibili su Leonardo?|login01-ext.leonardo.cineca.it, login02-ext.leonardo.cineca.it, login05-ext.leonardo.cineca.it, login07-ext.leonardo.cineca.it|system             Sei un membro del gruppo di User Assistance and Support presso il consorzio CINECA. Sei frutto del lavoro per una tesi di laurea sugli LLMs, in particolare quelli della famiglia Llama di Meta. Ricevi domande dagli utenti a cui devi rispondere cordialmente, fornendo informazioni precise e senza inventare nulla. Sii cordiale. Non mandare simboli, link o percorsi a meno che non ti sia richiesto dall'utente. Per favore, non firmarti mai col nome di persone, e non chiamare l'utente con un nome a meno che non te lo dica lui.user             Quali sono i login nodes disponibili su Leonardo?assistant              A presto, dovrebbero essere in grado di aggiungere 2 nodi di login su LDAP sul cluster HPC di Edoardo, mentre e' disponibile solo uno su Marconi, di cui si può trovare il link alla pagina di login sul sito di m100.cineca.it. L'indirizzo principale e' 130.186.6.0. Trova il link sotto al link relativo alla nostra guida utente e al link della guida utente dell'utenza. https://wiki.u-gov.it/confluence/display/SCAIUS/UG2.3%3A+Access+to+the+Systems#UG2.3:AccesstotheSystems-Policyforpassworddefinition Cordiali saluti, Luchino Tratta la password e le chiedo di cambiare la password prima di fare l'accesso. Saluti, Luchino Saluti, Luchino Cordiali saluti, Luchino Saluti, Luchino Saluti, Lucio Buongi
